"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variável - Área plantada (Hectares),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brasil, Grande Região, Unidade da Federação e Microrregião Geográfica",Ano x Produto das lavouras temporárias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2000,,2001,,2002,,2003,,2004,,2005,,2006,,2007,,2008,,2009,,2010,,2011,,2012,,2013,,2014,,2015,,2016,,2017,,2018,,2019,,2020,
,Total,Batata-doce,Total,Batata-doce,Total,Batata-doce,Total,Batata-doce,Total,Batata-doce,Total,Batata-doce,Total,Batata-doce,Total,Batata-doce,Total,Batata-doce,Total,Batata-doce,Total,Batata-doce,Total,Batata-doce,Total,Batata-doce,Total,Batata-doce,Total,Batata-doce,Total,Batata-doce,Total,Batata-doce,Total,Batata-doce,Total,Batata-doce,Total,Batata-doce,Total,Batata-doce
Goioerê (PR),417958,15,392927,-,430311,-,479627,-,493860,-,441315,-,470732,-,460187,-,494047,-,513548,4,451504,0,490762,13,508965,2,515465,-,517314,4,521140,5,532863,8,511147,4,487758,4,540851,1,534093,3
Campo Mourão (PR),520908,21,536542,139,574380,10,611220,23,620593,22,553591,20,566032,13,551225,13,593923,9,619177,9,541895,46,603509,52,612770,45,639081,29,649164,31,655579,47,656417,49,651816,98,645901,83,670827,66,685617,59
Astorga (PR),188171,7,190961,1,209775,1,247934,20,283913,55,278251,75,242344,66,239381,68,263501,3,248859,4,263131,5,281455,15,290109,16,302567,9,320205,14,320238,9,350293,12,362663,25,348032,30,360862,43,369835,45
Porecatu (PR),155817,3,192324,-,187710,-,210814,-,222068,-,202448,-,198485,-,205999,-,199275,-,202433,-,213867,-,199693,-,212896,1,219543,-,239180,-,245233,-,242476,-,244969,-,239612,-,241235,2,244453,2
Floraí (PR),185753,4,189289,-,192354,-,198152,-,202445,-,202593,-,185085,-,187499,-,196894,-,194956,-,189278,-,195258,-,197822,-,196679,-,198277,1,196975,1,198159,1,200903,1,195409,1,195090,-,200555,-
Maringá (PR),141633,10,139284,-,141067,7,149065,7,150949,7,152736,-,136428,-,138535,-,144059,-,143446,-,141849,-,142235,-,140048,-,142370,-,142353,-,141306,-,142904,10,147046,15,146632,22,146532,17,150505,16
Apucarana (PR),126526,-,130402,-,139931,-,158806,-,161183,-,160018,-,153570,-,156623,-,166746,-,147002,-,165162,-,172575,-,176236,37,176770,32,196788,34,197597,90,197990,91,199078,141,189763,60,184444,59,190461,62
Londrina (PR),192877,93,220929,5,231781,75,261780,80,248027,185,254893,-,254445,-,263014,-,288350,-,297936,-,296482,-,287345,60,321136,105,326537,100,320691,100,330333,100,306141,100,305991,260,301775,340,297894,350,325770,350
Faxinal (PR),91798,-,110823,1,106510,9,115683,8,116658,5,101881,4,99141,6,108419,8,112641,8,118509,14,117897,87,117661,84,114597,72,117681,72,118942,54,128420,25,124662,25,129617,26,124483,39,127339,29,132366,26
Ivaiporã (PR),224379,69,236986,97,246669,69,277444,62,250237,10,234476,20,243466,34,235631,30,253711,18,257752,25,264948,18,284054,44,292783,39,301993,37,327266,19,322535,51,325145,28,321290,17,318683,14,319472,19,317801,23
Assaí (PR),164585,-,151694,-,158859,-,193389,-,200309,4,187893,24,163530,24,176346,24,197718,25,188174,25,159036,25,184651,24,199299,20,193680,16,206885,-,202379,-,205363,-,209563,-,201463,-,206741,2,195116,2
Cornélio Procópio (PR),372344,-,340432,-,358050,-,406966,-,434425,-,415200,-,359115,-,400498,-,418470,-,409119,4,428502,0,418086,-,430316,-,446674,-,460627,-,461706,1,460549,1,468501,-,481886,-,489332,-,489706,-
Jacarezinho (PR),111502,18,112489,-,113634,-,122199,-,136803,-,137865,-,122770,-,125443,-,122739,-,123351,-,131470,-,146305,12,148032,19,153233,8,171829,8,168572,9,164509,9,155439,-,139814,-,148800,-,138665,-
Ibaiti (PR),46572,45,51562,38,50252,61,57879,59,77577,62,75151,1,70053,63,70981,61,77558,65,71403,64,71181,43,73023,38,70895,29,81037,33,97085,-,92720,33,95531,28,117102,28,104043,26,85947,26,76417,31
Wenceslau Braz (PR),67953,55,76140,-,77245,46,88382,58,96055,55,98409,-,95795,-,104928,-,127576,-,116999,-,109193,-,135131,35,133404,65,157575,40,158909,14,164024,5,163812,5,155504,-,146490,-,123002,-,128908,-
Telêmaco Borba (PR),223178,-,238316,-,259479,-,278176,-,299999,-,344868,-,296535,-,307667,-,337976,-,362366,-,321020,-,326997,-,324419,-,362745,-,360445,-,340853,-,330882,-,326057,-,307728,-,305205,-,311232,-
Jaguariaíva (PR),100059,-,105776,-,113505,-,122452,-,133613,-,146957,-,125701,-,130313,-,138513,-,144342,-,144754,-,153825,-,151823,-,165666,-,179443,-,175129,-,171932,-,171114,-,169507,-,187404,-,186117,-
Ponta Grossa (PR),277591,-,288872,-,304298,-,330806,-,337263,-,351408,-,315569,-,320599,-,355728,-,414270,-,379308,-,389657,-,384183,-,396990,-,357210,-,358008,-,349710,-,346322,-,342287,3,346459,3,334254,1
Toledo (PR),826874,58,794540,2,822648,28,895295,10,882344,9,893156,3,847534,3,955170,5,957891,5,968496,10,945310,10,945930,17,958262,17,972320,18,966381,17,966089,20,981228,35,973783,31,964991,50,973018,50,974411,55
Cascavel (PR),518614,195,511451,24,529121,310,599873,285,564178,320,586856,-,554095,-,568271,-,575588,-,617274,15,588109,15,582681,269,605131,255,689138,241,690173,194,694857,199,703371,197,636294,136,662238,101,660709,58,690034,58
Foz do Iguaçu (PR),258706,183,286503,153,298835,170,332723,172,314204,145,313673,143,320475,123,354263,128,363096,144,366693,111,355796,79,350996,80,349855,79,360898,78,372313,128,372149,123,383867,71,366863,76,368310,64,364103,64,354740,88
Capanema (PR),182362,322,182723,533,181451,305,198139,313,185817,313,198254,313,188151,313,192523,313,189692,10,193717,15,181774,15,179952,15,179720,15,186375,-,192034,-,186822,-,199839,-,190740,-,170912,-,175113,-,187301,-
Francisco Beltrão (PR),324495,344,321486,461,326351,307,357847,332,357800,311,348212,331,351821,341,352622,346,347823,289,356762,329,319576,326,300948,287,296252,289,313522,285,336164,232,324219,275,325075,278,329782,278,291709,278,304327,268,321692,266
Pato Branco (PR),212581,37,228796,28,240149,31,256828,31,258296,30,235293,29,245248,32,257737,31,259485,28,297359,31,289676,29,299280,33,289993,36,324400,37,347966,40,313483,30,329785,40,319139,47,313592,46,335917,49,337428,51
Pitanga (PR),140497,203,160761,247,171827,248,197971,195,173829,150,152471,4,164729,157,147842,167,138809,152,140714,147,130787,149,137962,152,135082,12,132962,47,143295,26,144456,5,144502,42,138838,53,135757,56,135455,35,141974,24
Guarapuava (PR),472375,602,473754,492,510092,568,533702,495,545901,477,528960,474,539199,427,516087,433,533464,435,557078,12,530117,13,502818,69,510277,250,553161,283,567235,30,544743,212,543986,203,536477,194,549625,122,581050,104,606214,72
Palmas (PR),123226,22,136795,29,148541,29,156147,30,161509,30,163862,31,163093,18,166064,30,168849,31,182752,33,172515,35,171932,35,170690,34,183008,32,195835,34,187460,35,191613,35,183450,34,177134,34,193750,36,199890,40
Prudentópolis (PR),233299,114,235672,114,265539,104,282171,114,275112,113,269248,110,292551,110,266473,115,279156,110,307865,-,281063,-,293185,-,282391,-,298878,-,299122,-,303679,-,305483,-,296503,-,299819,-,310071,-,335160,-
Irati (PR),123176,33,122337,31,143801,17,140642,16,148834,20,143462,-,144248,-,140236,-,141695,-,145205,-,140373,-,142340,-,145237,12,150016,12,156628,12,158351,19,163093,43,164319,39,155572,39,160824,39,175642,39
União da Vitória (PR),79948,152,79429,150,81331,124,82807,131,88279,143,85418,145,89487,125,91130,145,90050,149,95192,152,87528,156,91281,156,88756,157,90703,158,93183,39,85106,40,84383,125,87523,123,84737,118,82402,118,85194,117
São Mateus do Sul (PR),65523,40,68032,40,72558,50,77665,48,76425,48,77241,-,78356,-,83703,-,89321,-,88583,-,83394,20,80962,55,82605,50,83094,20,87833,20,91139,30,87590,50,87431,50,86683,50,84707,54,87373,59
Cerro Azul (PR),28714,58,28814,78,28355,78,27211,74,27345,78,26357,76,39225,78,26367,73,26162,72,27196,78,26660,0,26062,-,25914,-,27145,-,28161,34,24747,15,25821,-,28723,10,24660,15,23787,12,24131,15
Lapa (PR),54861,5,54048,5,54024,5,64134,4,66597,4,71110,4,69061,2,70281,-,77492,-,81051,-,74168,-,75470,-,70730,-,80751,-,80380,-,84635,-,77619,-,79156,-,83424,-,84125,-,83367,-
Curitiba (PR),138785,1031,135304,1092,136590,1180,140429,1170,137849,1186,135049,1010,149811,1000,127341,992,126783,992,129554,949,126901,960,125657,898,126567,928,127088,67,126858,810,129181,790,127459,996,131798,1002,133861,1008,129347,971,131362,985
Paranaguá (PR),3594,3,3557,-,3629,-,3658,-,3556,-,3594,-,3772,-,3618,-,3772,-,3658,-,3652,-,3695,-,3312,-,3245,8,2982,-,2766,-,2628,-,2683,3,2456,6,2450,8,2748,13
Rio Negro (PR),65695,57,57927,80,58113,94,71411,83,62212,66,73464,71,76034,58,75137,77,79080,52,80000,64,76203,61,76580,86,78555,34,79011,20,79264,50,81424,43,74995,55,75967,56,77624,68,79118,66,79259,61
São Miguel do Oeste (SC),163994,-,167569,-,167380,-,166523,-,159105,-,164215,-,152710,-,137802,-,135477,-,129415,5,125812,-,111530,-,113569,30,115748,30,112056,112,109913,35,104921,40,107702,35,89799,27,89483,36,89968,36
Chapecó (SC),322036,5,313769,-,309561,-,307866,15,317666,65,292928,81,267735,170,262033,290,256608,195,240869,258,225664,145,213058,143,185991,105,188207,97,194482,17,185397,22,178616,20,177580,22,168321,22,167073,18,166784,18
Xanxerê (SC),191809,5,198052,1,202840,-,215810,16,224627,16,225509,16,223140,421,234075,425,225285,425,222116,31,211134,26,206114,30,196338,27,205406,27,214903,27,202067,30,202669,28,206579,16,213007,16,212392,13,211272,13
Joaçaba (SC),106362,-,111033,-,112418,-,119910,-,127279,-,128305,-,124754,-,124350,-,126796,-,135717,-,131508,-,129298,-,125323,-,123363,-,122737,-,121596,-,125578,-,123313,-,123284,-,125622,-,125272,-
Concórdia (SC),96001,46,92251,44,89963,-,88408,368,84305,381,79152,414,76383,427,69505,467,62087,247,60122,216,53206,232,49761,221,46489,179,44390,179,40430,179,38098,174,35583,174,34427,164,33320,118,32143,112,30544,112
Canoinhas (SC),164686,15,174841,15,183863,15,200039,30,208108,30,216314,-,227140,30,223620,30,231712,30,224730,30,222732,30,228490,30,221754,30,232274,30,243425,10,239758,10,235322,10,224388,10,222592,5,225455,10,226228,10
São Bento do Sul (SC),10359,-,10859,-,11889,-,14234,-,14659,-,15283,-,14667,-,15023,-,15926,-,15942,-,15780,-,16097,-,16078,-,17794,-,18379,-,22182,-,22677,-,22345,-,21972,-,21972,-,21972,-
Joinville (SC),23096,43,22253,23,22283,-,22252,25,23746,30,23617,25,22927,26,23614,26,23733,26,24481,-,23624,-,23813,80,23977,-,23073,-,23546,-,23252,-,22996,-,23179,-,21956,-,21419,-,19790,-
Curitibanos (SC),123212,-,126478,-,126430,-,137297,-,142396,-,142226,-,144635,-,151984,-,155590,-,156284,-,149558,-,151899,-,147667,-,154041,-,153280,-,151952,-,155148,-,152044,-,153496,-,149127,-,143738,-
Campos de Lages (SC),77548,1,76511,-,76872,-,77899,15,79084,-,85216,-,86576,6,89989,6,91285,6,90373,-,87415,-,86546,-,83873,-,95414,-,97424,-,106065,-,107396,-,112639,-,110271,-,104430,-,108792,-
Rio do Sul (SC),68695,647,67280,667,68646,662,72956,686,71578,711,67577,716,70908,716,67115,708,65511,723,63154,133,64253,710,61087,703,62947,710,63932,715,63740,650,63194,618,62823,645,62335,620,51944,188,53778,197,53398,188
Blumenau (SC),21299,167,21964,163,18662,2,19539,45,20150,44,19959,45,19662,44,19332,44,19245,44,21355,44,16991,44,17255,38,16231,44,15872,64,14867,64,13799,64,13621,60,13433,58,10289,33,10986,57,10969,57
Itajaí (SC),9898,12,10365,-,8598,-,9132,-,9204,-,10436,-,11186,-,11383,-,11035,50,8715,-,9302,-,10830,2,10491,-,10411,-,10415,-,10342,-,9562,-,9614,-,9633,-,9514,5,10039,5
Ituporanga (SC),43413,205,43680,225,43729,220,47144,200,46776,175,44557,185,44957,170,42179,183,41944,183,39015,-,38489,169,38870,169,39006,167,40582,167,43202,167,44102,159,43968,155,45465,155,41776,40,42906,41,41893,102
Tijucas (SC),13183,17,13380,90,13307,30,14701,110,15961,70,15712,80,15523,80,14720,70,14009,70,13757,-,13552,30,11952,30,11788,30,11416,30,11238,30,10918,30,10802,40,10594,35,10624,2,10353,3,10156,5
Florianópolis (SC),8902,560,8634,560,8988,570,9065,546,8807,546,8806,546,9193,546,8986,590,8469,590,8680,-,8391,201,7856,201,7433,201,6486,300,6380,300,6562,508,6309,605,5650,540,3382,163,3376,237,3411,237
Tabuleiro (SC),15415,70,14804,118,15173,55,15554,115,15443,115,15210,115,15261,115,13473,70,13424,90,11715,-,14406,-,13455,-,13286,-,10533,-,11101,-,11131,-,10437,-,9864,35,8356,48,8357,44,9247,44
Tubarão (SC),60412,243,57339,215,59459,65,59177,203,63768,146,64661,155,61398,100,59555,121,60045,165,59761,124,58127,68,56331,56,53287,57,51717,55,50991,64,44593,74,43717,69,44791,78,37478,86,37093,86,35896,88
Criciúma (SC),42747,-,41378,-,43061,-,44469,14,46871,14,44740,24,45271,26,43427,26,43898,26,44625,10,43301,3,40912,-,40160,29,39498,38,39935,36,39893,35,39922,34,39528,59,38103,64,39060,64,40202,64
Araranguá (SC),70750,-,71203,-,72625,-,75107,-,78331,-,78879,-,80431,-,78233,-,77928,-,81830,-,78618,-,79632,-,74887,-,73365,-,73215,-,72305,-,70187,-,70852,-,70047,-,68824,65,76189,130
Santa Rosa (RS),293420,480,295376,480,299690,480,312838,442,306180,380,284261,360,272932,333,275370,333,268295,333,257103,335,253171,335,250329,271,246828,251,244827,251,226495,251,218055,251,215498,251,217381,251,221269,251,213940,251,217477,135
Três Passos (RS),313400,506,297795,500,303965,477,309972,458,317578,430,300988,430,287164,423,281055,418,271018,385,286306,349,258405,361,252381,317,251204,312,257371,317,254420,302,253652,283,255490,281,264745,249,263910,282,268132,268,273127,226
Frederico Westphalen (RS),369493,617,365081,630,375569,625,381717,613,383687,601,363619,594,344461,624,347019,624,348328,659,346552,657,338606,722,328698,652,324476,641,319906,627,320877,470,305736,441,295468,443,293683,460,285963,436,283524,410,288496,407
Erechim (RS),316102,180,312226,183,331971,189,345347,189,345753,184,332225,184,313864,194,314730,197,309174,213,310272,216,282088,242,278888,243,279762,255,280782,258,284955,265,272664,273,275870,290,279933,299,271889,285,271753,278,279809,248
Sananduva (RS),165037,119,160914,139,166894,57,173283,56,178308,44,174653,44,174402,41,176179,40,171562,42,174706,42,166085,42,164049,42,166173,39,162470,34,167304,37,161681,37,160117,35,161392,39,162810,39,172007,39,178417,39
Cerro Largo (RS),151233,277,152502,242,142564,232,154614,223,154738,172,145997,137,144155,133,143887,133,143969,140,139671,137,138661,132,146486,132,149848,132,152103,127,140757,127,129571,127,127303,127,129879,127,128826,127,122530,122,124446,117
Santo Ângelo (RS),544648,505,543983,358,556601,356,582174,355,613035,353,605232,338,596650,303,602838,258,626070,253,634117,243,620390,244,663476,232,676049,223,721830,221,745267,225,718374,211,719732,214,738799,185,724394,164,723188,162,747771,161
Ijuí (RS),455872,248,451895,239,472857,231,483516,230,492436,209,461944,149,445498,150,457277,146,471128,139,467168,124,461874,137,472700,134,489832,133,487097,128,499263,130,477194,127,474826,126,475658,116,475741,115,476504,113,485801,96
Carazinho (RS),400951,253,410555,219,434673,207,441267,184,459342,167,439469,166,409909,180,424376,180,430029,180,400133,181,400181,196,408990,188,417366,180,436056,182,452104,157,426827,152,424516,150,411528,150,429043,128,452613,121,466411,125
Passo Fundo (RS),468607,239,471185,247,503686,220,517424,204,527656,177,524176,181,496994,171,499580,184,481690,178,500711,226,491863,185,492371,177,485320,160,481620,144,490568,141,490731,137,478000,132,479168,144,482810,116,490886,112,506472,108
Cruz Alta (RS),531823,104,547120,131,591142,135,648921,132,670373,121,638539,121,615854,124,638780,124,656568,121,638351,122,632929,122,666979,122,707665,122,722173,126,739536,126,697318,102,697135,102,677876,102,683149,102,709600,98,745960,98
Não-Me-Toque (RS),138870,23,144129,25,147345,27,152135,28,151789,28,144025,28,132742,26,135575,26,137071,27,127167,23,129661,25,130626,23,135255,25,143048,25,147451,17,138196,15,139285,16,138202,15,137164,16,137794,15,142491,15
Soledade (RS),54166,202,53075,160,60197,160,70867,156,82543,148,84810,148,86605,150,90400,150,91460,149,94205,153,91938,148,97533,153,94725,153,99752,152,106112,152,106281,148,110882,147,133508,148,119888,155,131690,155,133581,155
Guaporé (RS),95472,425,98949,425,100872,417,104526,429,110587,380,114323,380,114112,350,112657,350,114102,349,114783,307,111136,265,111706,257,109015,252,105378,253,107120,247,107883,247,103463,231,105859,235,104551,233,103713,179,103758,169
Vacaria (RS),193308,112,197706,82,217459,70,252975,53,289522,40,313292,41,320101,23,316875,23,313968,26,324972,26,326426,29,320367,22,338706,33,355421,30,377009,29,362945,27,374301,27,386722,23,374028,22,385382,18,403057,18
Caxias do Sul (RS),37126,354,37736,369,37005,354,35762,354,34583,367,31336,362,32409,341,32446,348,31502,346,30867,336,30517,331,31049,326,24756,312,27247,298,25601,299,25075,298,24298,310,23618,280,24656,287,27007,245,26735,232
Santiago (RS),264810,142,298388,143,331432,132,386463,125,404078,110,423830,110,429687,112,439567,112,469127,112,452642,109,452928,106,481331,111,495806,88,507121,89,529404,89,520490,91,519966,91,529187,88,523486,92,549717,90,565775,90
Santa Maria (RS),143488,608,151229,627,174979,628,207195,624,246099,619,254978,647,253132,339,248539,339,252992,338,249116,330,241320,311,251517,328,258371,314,295787,313,319108,247,326975,243,322538,214,335240,203,354231,208,362944,207,376860,212
Restinga Seca (RS),77427,275,83485,275,89651,279,94344,379,98990,169,97461,169,99474,164,100508,164,102002,164,104192,162,99629,164,100971,164,103067,163,109309,177,112054,178,111425,180,107888,190,109947,190,110021,190,116421,174,114580,174
Santa Cruz do Sul (RS),203050,984,197945,1042,207264,1037,222993,1037,230532,1037,218284,1037,231711,1305,230567,1305,227585,1305,230996,1305,223620,1305,225945,1325,216238,1305,223611,1285,225199,1045,221849,1042,216740,1147,217703,1069,209944,1002,206224,995,201162,1000
Lajeado-Estrela (RS),87693,683,87070,740,86112,765,89168,775,90260,679,86883,679,88551,723,84741,743,84098,722,81452,690,77123,615,75189,592,71068,560,68774,546,68380,539,64703,536,59658,560,59802,580,57366,581,55921,569,56317,569
Cachoeira do Sul (RS),119828,204,134882,201,146492,201,175251,201,203426,201,205427,201,199323,232,203559,232,205197,235,207327,235,200841,235,213531,228,245566,210,303071,210,319658,260,322314,268,317193,273,321443,270,324343,273,290243,131,305920,131
Montenegro (RS),23364,300,22632,296,22287,292,21262,303,21557,303,20490,303,21309,336,21201,336,21159,334,20660,345,20010,334,20065,340,20497,331,13876,315,13983,315,13571,300,12666,322,12520,306,11705,283,11213,287,11865,289
Gramado-Canela (RS),19680,255,18523,268,17096,268,16852,283,17059,303,14810,303,16256,303,16182,303,16087,262,15450,262,15454,254,14482,276,13759,278,13012,288,13231,263,12936,251,12610,261,12681,286,12912,267,11986,270,11941,263
São Jerônimo (RS),47960,240,55396,226,54076,175,62761,255,85028,255,72408,255,74353,287,76945,287,71267,233,66302,195,64308,195,69511,206,67111,211,71770,229,72316,233,72994,260,79262,235,79478,277,83251,241,87478,261,89869,223
Porto Alegre (RS),47879,2048,44708,2058,47608,2064,52473,2026,55712,2123,56735,2092,60338,1721,61027,1721,60792,1731,64391,1732,64228,1795,68332,1783,66606,1872,69333,1896,71131,1925,72381,1952,71361,2055,71795,2260,70035,2341,67069,2398,67302,2112
Osório (RS),106342,215,100943,217,104630,219,106073,210,118952,210,124194,210,113204,216,110466,216,113020,225,113924,228,117203,269,123479,227,122363,251,126929,278,131001,361,134695,418,136666,456,136172,579,132795,677,124882,678,121889,648
Camaquã (RS),105991,1025,106436,1055,113691,955,113765,1185,122637,1085,120483,1085,126484,1205,128586,1105,132582,1205,134664,1205,136236,1235,140852,1285,151951,1315,159463,1435,173669,1455,177932,1525,177213,1700,179476,1900,175673,1830,173705,1790,175818,1730
Campanha Ocidental (RS),425931,495,437107,493,470731,496,492263,497,571219,505,567872,525,549515,522,492722,532,521173,523,511044,503,516362,467,531109,460,527600,455,591789,454,604539,384,617688,257,608656,243,624540,238,635519,219,647937,188,725026,177
Campanha Central (RS),114071,-,121779,-,127489,-,146791,-,185910,-,191702,-,177113,-,175680,-,197306,-,178427,-,189223,5,184894,60,195116,85,225902,85,245899,108,289948,100,279124,100,299650,111,295700,75,321509,74,343810,73
Campanha Meridional (RS),81898,16,103310,16,113243,16,124025,6,144321,6,142157,6,119341,6,114206,6,132305,6,140249,6,136387,6,140146,6,154298,-,212659,-,220966,-,247855,-,248127,-,251089,-,275035,-,292168,-,298308,-
Serras de Sudeste (RS),74476,239,81816,239,89217,234,97439,254,106515,254,97241,249,93448,259,90491,254,82450,257,85874,264,87171,264,84848,264,89256,260,122608,260,145797,260,175053,424,201439,354,215618,354,221291,304,230459,304,247818,275
Pelotas (RS),207195,2085,210008,2100,210539,2100,210526,2080,210041,1787,199044,1790,178862,1500,202983,1485,185230,1503,190398,1503,187107,1405,194066,1275,180663,1270,203305,1260,225589,1342,227285,1337,224511,1352,239205,1359,233950,1359,254486,909,246846,919
Jaguarão (RS),74144,83,66263,30,72698,37,75503,57,80900,80,94690,80,84434,85,84812,85,90216,105,104979,105,108233,100,114877,100,113216,90,148653,72,162315,72,165320,57,171248,57,171910,57,169931,47,158109,30,157135,30
Litoral Lagunar (RS),100892,27,89265,27,85940,27,82469,27,101088,27,104231,27,78712,13,72666,13,84103,13,93977,25,98042,19,103654,24,101644,31,118858,32,132148,31,126967,31,122526,31,121613,25,121856,32,127393,32,131360,32
Baixo Pantanal (MS),3617,-,2172,-,1222,-,1070,-,1765,-,1133,-,2015,-,1580,-,2185,-,1918,-,1489,-,1367,-,1552,-,4125,-,5159,-,6703,-,7466,-,5922,-,7304,-,9059,-,15164,1
Aquidauana (MS),10303,-,13126,-,10902,-,11702,-,12544,-,13510,-,10158,-,8561,-,8406,-,10595,-,7787,-,18065,-,21783,-,24583,-,26343,-,32619,-,43669,-,47872,-,49502,-,41140,-,51655,-
Alto Taquari (MS),305706,-,279034,-,287342,-,308893,-,339405,-,357196,-,337966,-,339568,-,354234,-,349882,-,341690,-,342182,-,358871,-,371590,-,373120,-,377601,-,378980,-,383417,-,387437,-,412829,-,426309,-
Campo Grande (MS),153752,25,154887,76,148406,57,175972,30,212713,39,226131,15,231641,6,235999,14,244929,-,254564,-,308256,-,318660,-,359974,-,410572,-,462422,-,521602,-,557767,80,617606,70,654854,130,723221,46,732142,46
Cassilândia (MS),270314,-,253035,-,239042,-,267070,-,287369,-,310985,-,272825,-,273837,-,281628,-,303589,-,293152,-,298623,-,315335,-,372550,-,385886,-,426096,-,422907,-,432868,-,442317,-,477197,-,476403,-
Paranaíba (MS),5965,-,5056,-,7965,-,12117,-,19071,-,20530,-,20778,-,24071,-,32554,-,29163,-,36606,-,35226,-,31993,-,32161,-,35898,-,33940,-,38812,-,35770,-,36114,-,40968,3,40946,3
Três Lagoas (MS),68786,-,60281,-,50959,-,53554,-,59818,-,64466,-,51775,-,42045,-,45978,-,41195,-,36438,-,38494,-,35578,-,18901,-,21133,-,20715,-,21926,-,25853,-,27732,-,36636,34,38980,-
Nova Andradina (MS),40565,-,41227,-,42169,-,49049,-,61565,-,64123,-,56853,-,42060,-,44407,-,47634,-,51619,-,64734,-,71143,-,91373,-,111148,-,110924,-,141562,-,158903,-,174078,-,193424,-,210805,-
Bodoquena (MS),47817,-,47187,-,40349,-,41929,-,48829,-,55901,-,50785,-,47077,-,58821,-,51437,-,52116,-,56432,-,67453,-,93615,-,118181,-,148096,-,162719,52,195635,50,201469,50,222161,10,247341,9
Dourados (MS),1041678,-,1051646,-,1150445,-,1462282,-,1639250,-,1646756,-,1614080,-,1705158,-,1829828,-,1807506,-,1773237,-,1952752,-,2145190,-,2413748,-,2492222,-,2521839,-,2588928,-,2735635,2,2817964,2,2915718,-,2987838,4
Iguatemi (MS),106604,-,107178,-,117302,-,186728,-,324806,-,354460,-,355287,-,312677,-,334812,-,308718,-,342773,-,370288,-,404710,-,484902,-,520236,-,544165,-,574553,-,633890,10,670277,18,711984,81,719348,25
Aripuanã (MT),100505,-,107647,-,138904,-,168315,-,208213,-,236060,-,211901,-,149106,-,211996,-,203059,-,220650,-,209200,-,254968,13,289634,3,301419,14,332596,19,337039,20,389476,22,389995,25,421168,27,427203,29
Alta Floresta (MT),50814,-,30470,-,28250,-,22581,-,25834,-,31085,-,18281,-,15013,-,17245,-,15827,-,13212,-,11643,-,6087,-,16188,-,22361,-,32260,-,32289,-,47209,48,54738,6,73759,-,91451,-
Colíder (MT),95464,-,63295,-,58177,-,59358,-,67294,-,80331,-,43322,-,36537,3,50757,-,44667,-,59732,-,56338,-,88029,-,147848,-,195105,-,220964,-,242792,-,266816,-,253583,-,358314,-,385767,-
Parecis (MT),1091426,-,1117304,-,1207767,-,1380808,-,1605556,-,1743799,-,1693733,-,1685439,-,1801578,-,1779951,-,1850472,-,1862364,-,2031371,-,2175886,-,2269056,-,2266412,4,2292046,4,2523649,4,2513127,5,2654171,2,2620829,5
Arinos (MT),88097,-,107602,-,154302,-,174290,-,291812,-,412442,-,341497,-,289196,-,462685,-,364933,-,384506,-,551789,20,630815,40,772847,20,826257,35,904172,2,906404,2,1084305,-,1053742,-,1137476,-,1227934,-
Alto Teles Pires (MT),1299735,-,1359492,-,1700836,-,1967994,-,2242473,-,2436355,-,2362976,-,2560711,-,2703821,-,2621342,-,2807065,50,2866766,122,3210702,100,3578068,150,3608871,150,3678031,60,3829387,-,4101577,60,3908727,40,4217992,20,4360884,15
Sinop (MT),111887,-,143085,-,174255,-,231831,-,434330,-,618821,-,441017,-,404693,-,496946,-,527960,-,635922,-,626127,-,847966,-,973902,-,1026763,20,1099350,20,1178123,40,1278722,15,1292956,5,1420706,5,1489016,10
Paranatinga (MT),88526,-,73435,-,64635,-,87139,-,154747,-,189297,-,110348,-,113818,-,154120,-,189832,-,211172,-,226853,-,292444,-,394168,-,452218,-,503035,-,499413,-,503920,-,563361,-,740178,-,711510,-
Norte Araguaia (MT),60201,-,82678,-,81419,-,83815,-,143605,-,226916,-,151144,-,125317,-,166911,-,177275,-,177306,-,220654,-,362423,-,473740,-,733057,-,800081,-,972487,-,953458,-,1028941,-,1048124,-,1125316,-
Canarana (MT),313298,-,315010,-,377447,-,480355,-,615306,-,683122,-,581360,-,564692,-,643813,-,678413,-,771846,-,864737,-,1009601,-,1164186,-,1257519,-,1323360,-,1339003,-,1465263,-,1426375,-,1484814,-,1631228,-
Médio Araguaia (MT),8151,-,10422,-,5506,-,14931,-,28335,-,28258,-,24418,-,16962,-,22536,-,21029,-,18600,-,20015,-,23098,-,25070,-,38934,-,44725,-,46200,-,44828,-,46995,-,42432,-,53818,-
Alto Guaporé (MT),10658,-,11827,-,9702,-,18663,-,33501,-,23420,-,28117,-,33123,-,30107,-,35295,-,32915,-,38605,-,37010,-,45023,-,65159,-,74903,-,78426,-,86779,-,95548,-,108490,-,134367,-
Tangará da Serra (MT),120927,-,133120,-,146198,-,162458,-,177879,-,222158,-,190607,-,204841,-,200366,-,176588,-,189463,-,203299,25,212177,30,253065,44,250502,62,272026,115,276193,115,317590,105,309123,125,307630,65,318584,65
